auction,date,year,place,house,name,artwork,price,image,imageTitle,pageUrl,lot,eastimateNew,priceNumAlt,soldRef,soldAlt,currency2,category,style,provenance,exhibitionNew,price for convert,All currency USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Akbar Padamsee (b. 1928),Delta-akbar  Padamsee,461538,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/akbarp_1509live_24724_big.jpg,Delta-akbar  Padamsee,http://www.saffronart.com/auctions/PostWork.aspx?l=18389,, 13000000 - 18000000,,3.0E7,,INR,Painting,,Jean and Krishna Riboud Collection Paris Christies New York 20 September 2006 lot 39 Private Collection USA, Shamlal ed. Padamsee  Bombay: Sadanga Series Vakils 1964 cover and p. 39 (illustrated)  Bhanumati Padamsee and Annapurna Garimella eds. Akbar Padamsee: Work in Language  Mumbai: Marg Publications in association with Pundole Art Gallery 2010 p. 204 (illustrated),461538,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Maqbool Fida Husain (1915-2011),Untitled-maqbool Fida Husain,36923,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/mfhusain_1509live_23052_big.jpg,Untitled-maqbool Fida Husain,http://www.saffronart.com/auctions/PostWork.aspx?l=18390,, 2000000 - 3000000,,2400000,,INR,Painting,,Acquired directly from the artist Private Collector New Delhi,,36923,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Maqbool Fida Husain (1915-2011),Untitled-maqbool Fida Husain,46154,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/mfhusain_1509live_23053_big.jpg,Untitled-maqbool Fida Husain,http://www.saffronart.com/auctions/PostWork.aspx?l=18391,, 2000000 - 3000000,,3000000,,INR,Painting,,Acquired directly from the artist Private Collector New Delhi,,46154,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Maqbool Fida Husain (1915-2011),Untitled (paris Suite)-maqbool Fida Husain,138462,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/husain_11wi_04073_big.jpg,Untitled (paris Suite)-maqbool Fida Husain,http://www.saffronart.com/auctions/PostWork.aspx?l=18392,, 7000000 - 9000000,,9000000,,INR,Painting,,Collection of a Parsi Gentleman Mumbai Saffronart 10-12 May 2005 lot 8 Collection of a Gentleman India,88 Husains in Oils 003  Vadehra Art Gallery New Delhi 15 October-15 November 2003 Galerie 88 Kolkata 2-30 August 2003   And Not Just 88 - Husains in Oils  National Gallery of Modern Art (NGMA) Mumbai 14 January-8 March 2004  PUBLISHED Khalid Mohammed ed. 88 Husains in Oils 003  jointly published by Vadehra Art Gallery New Delhi Galerie 88 Kolkata and Pundole Art Gallery Mumbai 2003 pl. 87 (illustrated unpaginated),138462,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Ghulam Rasool Santosh,Untitled-ghulam Rasool Santosh,18462,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/grsantosh_1509live_24814_big.jpg,Untitled-ghulam Rasool Santosh,http://www.saffronart.com/auctions/PostWork.aspx?l=18396,, 600000 - 800000,,1200000,,INR,Painting,,Acquired directly from the artist's family Private Collection New Delhi,,18462,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Shanti Dave (b. 1931),Rest-shanti  Dave,8862,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/shantid_1509live_23807_big.jpg,Rest-shanti  Dave,http://www.saffronart.com/auctions/PostWork.aspx?l=18397,, 200000 - 400000,,576000,,INR,Painting,,Private Collection UK Private Collection North India,,8862,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Arpita Singh (b. 1937),Untitled-arpita  Singh,9231,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/arpitas_1509live_24770_big.jpg,Untitled-arpita  Singh,http://www.saffronart.com/auctions/PostWork.aspx?l=18398,, 400000 - 600000,,600000,,INR,Painting,,Saffronart 9-10 September 2009 lot 90 An Important Private Collection Bangalore,,9231,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Arpita Singh (b. 1937),Untitled-arpita  Singh,59077,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/arpitas_1509live_24887_big.jpg,Untitled-arpita  Singh,http://www.saffronart.com/auctions/PostWork.aspx?l=18399,, 2500000 - 3500000,,3840000,,INR,Painting,,Bodhi Art Gallery New Delhi,,59077,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Francis Newton Souza (1924-2002),Franciscan Monk-francis Newton Souza,70154,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/fnsouza_1509live_23278_big.jpg,Franciscan Monk-francis Newton Souza,http://www.saffronart.com/auctions/PostWork.aspx?l=18400,, 3500000 - 4500000,,4560000,,INR,Painting,,Sakshi Gallery Mumbai An Important Private Collection India,,70154,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Francis Newton Souza (1924-2002),Untitled-francis Newton Souza,110769,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/fnsouza_1509live_24971_big.jpg,Untitled-francis Newton Souza,http://www.saffronart.com/auctions/PostWork.aspx?l=18401,, 4000000 - 6000000,,7200000,,INR,Painting,Figurative,Saffronart 16-17 June 2010 lot 6, Aziz Kurtha Francis Newton Souza Bridging Western and Indian Modern Art  Ahmedabad Mapin Publishing 2006 p. 70 (illustrated),110769,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Francis Newton Souza (1924-2002),Untitled (landscape And Face)-francis Newton Souza,240000,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/souza_13sum_10200_big.jpg,Untitled (landscape And Face)-francis Newton Souza,http://www.saffronart.com/auctions/PostWork.aspx?l=18402,, 15000000 - 20000000,,1.56E7,,INR,Painting,Figurative,Gallery One London Christie's London 17 October 2003 lot 508 Sotheby's New York 17 September 2009 lot 14 A Prominent New Delhi Family, Gayatri Sinha ed. Art and Visual Culture in India 1857-2007  Mumbai Marg Publications 2009 p. 4 (illustrated),240000,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,G. Ravinder Reddy,Devi-g. Ravinder Reddy,415385,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/grreddy_15val_21118_big.jpg,Devi-g. Ravinder Reddy,http://www.saffronart.com/auctions/PostWork.aspx?l=18403,, 27500000 - 35000000,,2.7E7,,INR,Sculpture,,,Private Mythologies  The Japan Foundation Tokyo 1998  Biennale de Lyon (charge de mission Inde) 2000  Monumantal Sculptures  Deitch Projects New York 8 September-27 September 2001  Popular Cultures  The Andy Warhol Museum Pittsburg 7 June-2 September 2001  Devi  Sackler Museum Washington DC 4 November 2001-17 March 2002 Nasher Museum of Art Duke University Durham North Carolina December 2006  New Delhi New Wave  Primo Marella Gallery Milan 22 November 2007-12 January 2008  PUBLISHED Jerome Neutres ed. New Delhi New Wave  Bologna Damiani Editore 2007 cover and pp. 34 37 41 (illustrated),415385,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Rashid Rana (b. 1968),Books Ii-rashid  Rana,36923,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/rashidr_1509live_24835_big.jpg,Books Ii-rashid  Rana,http://www.saffronart.com/auctions/PostWork.aspx?l=18404,, 2500000 - 3000000,,2400000,,INR,Sculpture,,Chatterjee & Lal Mumbai,Rashid Rana  Lisson Gallery London 28 March-28 April 2011 (another from the edition)  Apposite / Opposite  Chatterjee and Lal Mumbai 10 April-16 June 2012 (another from the edition),36923,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Nasreen Mohamedi (1937-1990),Untitled-nasreen  Mohamedi,12923,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/nasreen_15feblive_20132_big.jpg,Untitled-nasreen  Mohamedi,http://www.saffronart.com/auctions/PostWork.aspx?l=18405,, 600000 - 800000,,840000,,INR,Drawing,,Sakshi Art Gallery Mumbai Private Collection Mumbai,,12923,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Nasreen Mohamedi (1937-1990),Untitled-nasreen  Mohamedi,Lot passed,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/nasreenm_1509live_24875_big.jpg,Untitled-nasreen  Mohamedi,http://www.saffronart.com/auctions/PostWork.aspx?l=18406,, 3000000 - 4000000,,,,INR,Painting,,Gallery Espace New Delhi,Drawing 2014 Seven decades of Indian Drawing  presented by Gallery Espace at Indira Gandhi National Centre for the Arts (IGNCA) New Delhi 10-28 November 2014,,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Ram Kumar (b. 1924),Untitled-ram  Kumar,16615,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/ramk_1509live_24161_big.jpg,Untitled-ram  Kumar,http://www.saffronart.com/auctions/PostWork.aspx?l=18407,, 1000000 - 1500000,,1080000,,INR,Painting,,Acquired directly from the artist Property of an Important Collector New Delhi,,16615,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Nilima Sheikh (b. 1945),River: Carrying Across Leaving Behind-nilima  Sheikh,156923,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/nilimas_1509live_24663_big.jpg,River: Carrying Across Leaving Behind-nilima  Sheikh,http://www.saffronart.com/auctions/PostWork.aspx?l=18408,, 10000000 - 15000000,,1.02E7,,INR,Painting,,Sakshi Gallery Mumbai 2003 Collection of Shumita and Arani Bose New York Private Collection New Delhi,Conversations with Traditions Nilima Sheikh and Shahzia Sikander  Asia Society New York 17 November 2001-17 February 2002  After Dark  Sakshi Gallery Mumbai 27 March-30 May 2004  India Moderno  IVAM Instituto Valenciano de Arte Moderno Valencia 11 December 2008-15 February 2009,156923,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Nataraj Sharma (b. 1958),Vapi Horse-nataraj  Sharma,73846,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/natarajs_1509live_24894_big.jpg,Vapi Horse-nataraj  Sharma,http://www.saffronart.com/auctions/PostWork.aspx?l=18409,, 3000000 - 4000000,,4800000,,INR,Painting,,Saffronart 8-9 September 2010 lot 70,Nataraj Sharma Vapi Horse and Other Stories  Nature Morte New Delhi 2-23 October 2004  Nataraj Sharma  Bose Pacia New York 20 January-19 February 2005  Landscape  Bodhi Art Mumbai 2008  PUBLISHED Peter Nagy Ranjit Hoskote eds. Nataraj Sharma (BP Contemporary Art of India Series Volume 22) New York Bose Pacia 2005 (illustrated unpaginated) Gayatri Sinha ed. Art and Visual Culture in India 1857-2007  Mumbai Marg Publications 2009 p.5 (illustrated),73846,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Bharti Kher (b. 1969),Smackdown Vs Raw-bharti  Kher,221538,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/bhartikher_1509live_24881_big.jpg,Smackdown Vs Raw-bharti  Kher,http://www.saffronart.com/auctions/PostWork.aspx?l=18411,, 8000000 - 10000000,,1.44E7,,INR,Painting,,Nature Morte New Delhi Private Collection Paris Private Collection Mumbai,,221538,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Thukral And Tagra,Pan Troglotydes-thukral  And Tagra,24000,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/thukralr_1509live_24886_big.jpg,Pan Troglotydes-thukral  And Tagra,http://www.saffronart.com/auctions/PostWork.aspx?l=18412,, 1500000 - 2000000,,1560000,,INR,Painting,,,Pink  Galerie Mirchandani + Steinruecke Mumbai 8 August-21 September 2007  PUBLISHED Beth Citron ed. Pink  Mumbai Galerie Mirchandani + Steinruecke 2007 (illustrated unpaginated) Peter Nagy Trevor Smith et al. ed. Thukral and Tagra  jointly published by Nature Morte New Delhi and Bose Pacia New York 2007 p. 59 (illustrated),24000,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Rameshwar Broota (b. 1941),Untitled-rameshwar  Broota,40615,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/rbroota_1509live_24668_big.jpg,Untitled-rameshwar  Broota,http://www.saffronart.com/auctions/PostWork.aspx?l=18413,, 2000000 - 3000000,,2640000,,INR,Painting,,Acquired directly from the artist Private Collection Chandigarh,,40615,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Subodh Gupta (b. 1964),Untitled-subodh  Gupta,138462,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/subodh_13sum_10201_big.jpg,Untitled-subodh  Gupta,http://www.saffronart.com/auctions/PostWork.aspx?l=18414,, 7000000 - 10000000,,9000000,,INR,Painting,,A Prominent New Delhi Family, Nicolas Bourriaud S. Kalidas et al. ed. Subodh Gupta: Gandhi's Three Monkeys  New York: Jack Shainman Gallery 2010 pp. 284-85 (illustrated)  PUBLISHED Nicolas Bourriaud S. Kalidas et al. ed. Subodh Gupta: Gandhi's Three Monkeys  New York: Jack Shainman Gallery 2010 pp. 284-85 (illustrated)  ,138462,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,Jagannath Panda (b. 1970),Untitled-jagannath  Panda,17538,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/jpanda_1509live_24896_big.jpg,Untitled-jagannath  Panda,http://www.saffronart.com/auctions/PostWork.aspx?l=18415,, 800000 - 1200000,,1140000,,INR,Painting,,,,17538,USD
Evening Sale New Delhi | Live,SEP 11 2015,2015,New Delhi,Saffron Art,A Balasubramaniam,Untitled-a  Balasubramaniam,83077,http://mediacloud.saffronart.com/auctions/2015/liveaucsept/abala_1504live_21585_big.jpg,Untitled-a  Balasubramaniam,http://www.saffronart.com/auctions/PostWork.aspx?l=18416,, 2500000 - 3500000,,5400000,,INR,Painting,,,New Paradigms - II  Gallery Threshold New Delhi (another from the edition)  PUBLISHED  New Paradigms - II  exhibition catalogue Gallery Threshold New Delhi 2005 (illustrated unpaginated),83077,USD
Contemporary Day Sale,FEB 12-13 2015,2015,,Saffron Art,A Balasubramaniam,Untitled-a  Balasubramaniam,6885,http://mediacloud.saffronart.com/auctions/2015/daysale/bala_12val_06001_big.jpg,Untitled-a  Balasubramaniam,http://www.saffronart.com/Auctions/PostWork.aspx?l=14633,, 400000 - 600000,,420000,,INR,Painting,,,,6885,USD
Contemporary Day Sale,FEB 12-13 2015,2015,,Saffron Art,Gigi Scaria (b. 1973),Monuments Of Our Time-gigi  Scaria,3934,http://mediacloud.saffronart.com/auctions/2015/daysale/gigis_1502daylive_19504_big.jpg,Monuments Of Our Time-gigi  Scaria,http://www.saffronart.com/Auctions/PostWork.aspx?l=14634,, 300000 - 400000,,240000,,INR,Painting,,,,3934,USD
Contemporary Day Sale,FEB 12-13 2015,2015,,Saffron Art,B Manjunath Kamath,Untitled-b Manjunath Kamath,8262,http://mediacloud.saffronart.com/auctions/2015/daysale/manjunath_15febday_19568_big.jpg,Untitled-b Manjunath Kamath,http://www.saffronart.com/Auctions/PostWork.aspx?l=14635,, 500000 - 600000,,504000,,INR,Painting,,,,8262,USD
Contemporary Day Sale,FEB 12-13 2015,2015,,Saffron Art,Adeela Suleman,Untitled-adeela  Suleman,3148,http://mediacloud.saffronart.com/auctions/2015/daysale/adeelas_15feblive_19728_big.jpg,Untitled-adeela  Suleman,http://www.saffronart.com/Auctions/PostWork.aspx?l=14636,, 300000 - 400000,,192000,,INR,Relief Sculpture,,,,3148,USD
Contemporary Day Sale,FEB 12-13 2015,2015,,Saffron Art,Waseem Ahmed,Untitled-waseem  Ahmed,2951,http://mediacloud.saffronart.com/auctions/2015/daysale/waseema_1401live_13509_big.jpg,Untitled-waseem  Ahmed,http://www.saffronart.com/Auctions/PostWork.aspx?l=14637,, 300000 - 400000,,180000,,INR,Painting,,,,2951,USD
Contemporary Day Sale,FEB 12-13 2015,2015,,Saffron Art,Rashid Rana (b. 1968),Ommatidia Iii (shah Rukh Khan)-rashid  Rana,13770,http://mediacloud.saffronart.com/auctions/2015/daysale/rashid_12val_06039_big.jpg,Ommatidia Iii (shah Rukh Khan)-rashid  Rana,http://www.saffronart.com/Auctions/PostWork.aspx?l=14638,, 600000 - 800000,,840000,,INR,Digital Art,,Wedel Fine Art London,Rashid Rana - Identical Views Bose Pacia New York Chatterjee & Lal Mumbai and Nature Morte New Delhi 2004-05 (another from the edition)  EXHIBITED The 5th Asia-Pacific Triennial of Contemporary Art Queensland Art Gallery and Gallery of Modern Art 2006-07 (another from the edition) Desi Pop Green Cardamom at Maison Folie Wazemmes Lille 2006-07 (another from the edition) Face East Contemporary Asian Portraiture Wedel Fine Art London 2008 (another from the edition),13770,USD
Contemporary Day Sale,FEB 12-13 2015,2015,,Saffron Art,Rashid Rana (b. 1968),Ommatidia I (hrithik Roshan)-rashid  Rana,5902,http://mediacloud.saffronart.com/auctions/2015/daysale/rashid_12val_06038_big.jpg,Ommatidia I (hrithik Roshan)-rashid  Rana,http://www.saffronart.com/Auctions/PostWork.aspx?l=14639,, 600000 - 800000,,360000,,INR,Digital Art,,Wedel Fine Art London,Rashid Rana - Identical Views Bose Pacia New York Chatterjee & Lal Mumbai and Nature Morte New Delhi 2004-05 (another from the edition) The Empire Strikes Back Indian Art Today Saatchi Gallery London 2010 (another from the edition)  EXHIBITED Subodh Gupta Rashid Rana and L.N. Tallur Bose Pacia New York 2005 (another from the edition) Desi Pop Green Cardamom at Maison Folie Wazemmes Lille 2006-07 (another from the edition) The 5th Asia-Pacific Triennial of Contemporary Art Queensland Art Gallery and Gallery of Modern Art 2006-07 (another from the edition) Face East Contemporary Asian Portraiture Wedel Fine Art London 2008 (another from the edition),5902,USD
Contemporary Day Sale,FEB 12-13 2015,2015,,Saffron Art,Thukral And Tagra,Dominus Aerius 4-thukral  And Tagra,43279,http://mediacloud.saffronart.com/auctions/2015/daysale/thukraltagra_1502live_18903_big.jpg,Dominus Aerius 4-thukral  And Tagra,http://www.saffronart.com/Auctions/PostWork.aspx?l=14640,, 2000000 - 3000000,,2640000,,INR,Painting,,,CHALO ! India A New Era of Indian Art Mori Art Museum Japan 2008-09 Essl Museum Prestel 2009,43279,USD
Contemporary Day Sale,FEB 12-13 2015,2015,,Saffron Art,Baiju Parthan (b. 1956),Caput Mortum -7-baiju  Parthan,10230,http://mediacloud.saffronart.com/auctions/2015/daysale/baiju_14sum_13944_big.jpg,Caput Mortum -7-baiju  Parthan,http://www.saffronart.com/Auctions/PostWork.aspx?l=14641,, 500000 - 700000,,624000,,INR,Painting,,Phillips de Pury & Co,,10230,USD
Contemporary Day Sale,FEB 12-13 2015,2015,,Saffron Art,Anju Dodiya (b. 1964),Nest-anju  Dodiya,19672,http://mediacloud.saffronart.com/auctions/2015/daysale/anjud_1502live_18899_big.jpg,Nest-anju  Dodiya,http://www.saffronart.com/Auctions/PostWork.aspx?l=14642,, 1500000 - 2000000,,1200000,,INR,Painting,,,Real in Realism Vadhera Art Gallery New Delhi 2002  PUBLISHED Memory Metaphor Mutations The Contemporary Art of India and Pakistan Yashodhara Dalmia and Salima Hashmi Oxford University Press New Delhi 2007,19672,USD
Contemporary Day Sale,FEB 12-13 2015,2015,,Saffron Art,Aditya Pande,House Crow And House-aditya  Pande,2557,http://mediacloud.saffronart.com/auctions/2015/daysale/aditya_12val_06003_big.jpg,House Crow And House-aditya  Pande,http://www.saffronart.com/Auctions/PostWork.aspx?l=14643,, 500000 - 700000,,156000,,INR,Digital Art,,,,2557,USD
Contemporary Day Sale,FEB 12-13 2015,2015,,Saffron Art,Nataraj Sharma (b. 1958),Kannuru (storm)-nataraj  Sharma,55082,http://mediacloud.saffronart.com/auctions/2015/daysale/natarajs_15feblive_19952_big.jpg,Kannuru (storm)-nataraj  Sharma,http://www.saffronart.com/Auctions/PostWork.aspx?l=14645,, 2000000 - 2500000,,3360000,,INR,Painting,,,Nataraj Sharama Bose Pacia New York 2005,55082,USD
